City#State#Population#Website#"Max budget"#"Decision maker"#https#mobile#CMS#"Current provider"#ipv6#Payments#Alerts#"Homepage last updated"
Alabaster#AL#30352#http://www.cityofalabaster.com/
Cottonwood#AL#1289#http://www.cottonwoodalabama.com/
